/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_31_595.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_31_595.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_31_595.jpg, 0, 0, 0, 6.205986E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_31_718.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_31_718.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_31_718.jpg, 0, 0, 0, 6.184766E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_31_839.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_31_839.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_31_839.jpg, 0, 0, 0, 6.022321E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_31_950.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_31_950.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_31_950.jpg, 0, 0, 0, 6.050975E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_058.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_058.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_058.jpg, 0, 0, 0, 6.042012E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_165.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_165.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_165.jpg, 0, 0, 0, 6.022391E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_271.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_271.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_271.jpg, 0, 0, 0, 6.047395E-05
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_376.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_376.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_376.jpg, 0, 0.167412, 0, 0.05715135
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_478.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_478.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_478.jpg, 0, 0.4392421, 0, 0.4853916
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_604.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_604.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_604.jpg, 0, 0.844353, 0, 1.633133
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_753.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_753.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_753.jpg, -0.4490761, 1, 0, 3.434164
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_32_863.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_32_863.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_32_863.jpg, -0.7841431, 0.8263541, 0, 4.504621
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_058.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_058.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_058.jpg, -1, 0.2436671, 0, 5.241342
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_165.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_165.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_165.jpg, -1, 0, 0, 5.189562
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_434.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_434.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_434.jpg, -1, 0, 0, 5.007547
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_538.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_538.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_538.jpg, -1, 0, 0, 4.939775
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_638.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_638.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_638.jpg, -0.884239, 0, 0, 4.884677
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_746.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_746.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_746.jpg, -0.5340821, 0, 0, 4.852709
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_846.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_846.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_846.jpg, -0.2331489, 0, 0, 4.814454
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_33_954.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_33_954.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_33_954.jpg, 0, 0, 0, 4.76087
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_34_057.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_34_057.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_34_057.jpg, 0, 0.1651919, 0, 4.791378
/Users/Tyrone/Desktop/Driving Data/IMG/center_2019_03_25_17_58_34_165.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/left_2019_03_25_17_58_34_165.jpg, /Users/Tyrone/Desktop/Driving Data/IMG/right_2019_03_25_17_58_34_165.jpg, 0, 0.3979315, 0, 5.253142
